Purchase ID,Supplier ID,Order Date,Total Cost,Status,Payment Terms,Delivery Time (days)
PO51604,SUP5061,2022-07-12,65071.15,Received,Net 30,7
PO36549,SUP6523,2015-05-16,93394.33,Cancelled,Prepaid,17
PO57055,SUP6593,2018-04-05,77208.41,Pending,Net 60,29
PO99967,SUP2789,2009-01-17,50523.17,Received,Prepaid,15
PO64081,SUP6508,2024-01-03,96619.66,Received,Prepaid,16
PO21168,SUP6898,2011-03-14,998.06,Cancelled,Net 60,9
PO39115,SUP9332,2024-12-13,79139.39,Received,Net 60,21
PO84271,SUP5061,2000-11-19,31354.63,Received,Net 30,16
PO29952,SUP6593,2017-04-15,87600.34,Cancelled,Net 30,25
PO48857,SUP2842,2015-03-25,58051.45,Cancelled,Net 60,22
PO11756,SUP4281,2008-08-23,78765.39,Cancelled,Prepaid,11
PO36338,SUP8463,2006-04-17,88450.84,Pending,Prepaid,9
PO37164,SUP8689,2001-08-09,84873.63,Received,Net 60,10
PO37039,SUP6593,2006-04-05,52775.11,Pending,Net 30,18
PO31254,SUP4887,2012-07-13,72898.75,Pending,Net 30,16
PO26104,SUP3704,2023-05-27,63040.74,Cancelled,Net 60,22
PO88199,SUP2122,2019-04-13,20112.61,Pending,Net 60,5
PO94774,SUP9768,2005-08-01,36484.83,Cancelled,Prepaid,30
PO73983,SUP7965,2017-12-05,20303.3,Pending,Net 60,7
PO69455,SUP9332,2005-02-27,30355.11,Pending,Net 60,24
PO22640,SUP2789,2015-06-19,71717.15,Received,Net 60,8
PO72234,SUP5193,2001-03-24,35492.66,Cancelled,Prepaid,21
PO97162,SUP4887,2011-07-26,58750.37,Pending,Net 30,18
PO24024,SUP3650,2024-05-15,53342.75,Cancelled,Prepaid,19
PO60506,SUP6660,2021-01-27,47243.26,Cancelled,Net 30,18
PO39166,SUP7098,2002-06-06,24564.72,Pending,Prepaid,8
PO44037,SUP5822,2020-05-26,63359.59,Received,Net 30,22
PO75880,SUP5061,2022-11-06,93236.17,Received,Net 60,25
PO37559,SUP2317,2006-10-06,37575.21,Cancelled,Net 60,23
PO78610,SUP9747,2015-11-06,19496.96,Pending,Net 60,10
PO33220,SUP5370,2008-11-17,43445.45,Received,Net 30,16
PO88513,SUP3492,2003-10-21,1474.13,Received,Net 60,6
PO85322,SUP2789,2017-07-16,82623.85,Cancelled,Net 30,11
PO40224,SUP5822,2019-09-17,68527.19,Cancelled,Net 60,7
PO81882,SUP6508,2015-06-13,97161.14,Pending,Net 60,12
PO88276,SUP4281,2000-07-21,93145.17,Received,Net 30,17
PO35691,SUP6508,2011-11-02,99151.58,Cancelled,Net 30,13
PO66847,SUP6508,2009-07-18,96905.36,Received,Prepaid,29
PO95830,SUP2275,2013-11-02,81033.88,Cancelled,Net 30,18
PO75002,SUP2144,2025-08-10,88715.29,Cancelled,Net 30,16
PO56546,SUP3704,2025-04-28,91718.14,Received,Net 30,6
PO33132,SUP7849,2002-03-20,78527.73,Pending,Net 60,14
PO52848,SUP4887,2021-01-26,91649.58,Received,Net 60,8
PO28011,SUP9768,2006-09-13,51294.67,Pending,Net 30,5
PO76182,SUP2317,2012-07-22,82395.14,Cancelled,Net 60,18
PO43319,SUP8721,2025-11-20,9887.69,Cancelled,Net 60,6
PO54276,SUP7098,2008-06-02,37093.5,Cancelled,Prepaid,12
PO55821,SUP6593,2007-04-28,74178.96,Pending,Prepaid,30
PO89331,SUP4297,2006-08-03,80387.38,Pending,Prepaid,22
PO91880,SUP7098,2023-10-04,33919.25,Received,Net 30,22
PO21140,SUP7646,2009-06-18,12063.47,Cancelled,Net 60,29
PO96280,SUP2317,2011-01-03,34086.63,Cancelled,Net 60,7
PO98241,SUP6898,2021-12-09,51680.74,Pending,Net 30,24
PO44322,SUP6508,2023-07-28,9190.22,Cancelled,Net 30,16
PO60399,SUP6593,2004-04-12,4427.46,Pending,Net 30,20
PO65856,SUP8689,2011-07-14,45293.29,Pending,Prepaid,7
PO19001,SUP7646,2018-11-11,29220.08,Cancelled,Prepaid,10
PO71636,SUP1445,2013-03-02,47914.64,Cancelled,Prepaid,6
PO57077,SUP2144,2011-05-02,6362.54,Received,Net 30,25
PO90511,SUP7304,2007-04-06,56076.33,Cancelled,Net 60,6
PO21285,SUP7304,2008-10-19,16200.89,Received,Prepaid,30
PO16107,SUP7109,2023-05-16,66879.27,Received,Net 30,23
PO69148,SUP8721,2015-08-11,89672.69,Pending,Net 30,9
PO57489,SUP9506,2012-11-19,21563.63,Pending,Net 60,25
PO43729,SUP3492,2012-02-08,75911.07,Pending,Net 60,21
PO94246,SUP1445,2018-10-04,29495.91,Received,Net 60,17
PO40451,SUP7304,2006-12-15,51765.78,Cancelled,Net 60,18
PO68723,SUP3112,2010-01-06,7812.27,Pending,Net 30,25
PO46212,SUP8191,2001-08-06,70354.37,Pending,Net 30,12
PO14650,SUP4281,2012-02-26,28088.56,Cancelled,Net 60,21
PO22505,SUP9768,2017-02-22,90729.03,Pending,Net 60,23
PO74417,SUP6898,2013-05-16,54825.6,Pending,Net 60,25
PO34262,SUP7849,2002-05-12,73608.76,Cancelled,Net 60,16
PO53340,SUP5061,2010-09-25,18748.89,Received,Net 60,24
PO96793,SUP3110,2018-07-17,19114.15,Received,Net 30,16
PO89360,SUP4738,2000-09-10,5790.99,Cancelled,Prepaid,25
PO42068,SUP8463,2004-04-10,20414.97,Pending,Net 60,12
PO88541,SUP8721,2011-08-28,32584.07,Received,Net 60,11
PO53913,SUP3704,2011-05-05,66093.35,Received,Prepaid,11
PO21681,SUP9332,2019-03-11,11545.06,Cancelled,Net 30,12
PO95693,SUP8689,2021-03-12,64728.29,Received,Net 60,5
PO17912,SUP2842,2022-01-15,11285.8,Cancelled,Prepaid,6
PO99900,SUP7646,2009-01-12,66705.56,Cancelled,Net 30,10
PO64151,SUP4297,2013-08-10,42067.55,Received,Net 60,19
PO40694,SUP7849,2019-06-25,42747.03,Pending,Net 30,24
PO94454,SUP4001,2015-05-17,88538.14,Cancelled,Net 30,7
PO31678,SUP5061,2023-04-15,57349.15,Received,Net 60,27
PO90220,SUP4001,2024-06-24,86683.43,Cancelled,Net 60,26
PO26473,SUP2789,2011-10-11,8701.9,Pending,Prepaid,15
PO12129,SUP9332,2017-07-10,13406.64,Cancelled,Net 60,21
PO59633,SUP4738,2019-08-24,90811.01,Pending,Net 60,13
PO53881,SUP6898,2005-12-16,26278.36,Received,Net 30,22
PO23957,SUP7786,2013-07-19,20678.56,Received,Net 60,13
PO20647,SUP3704,2024-04-01,43339.34,Pending,Net 60,29
PO67431,SUP7849,2012-10-04,3808.66,Cancelled,Net 60,9
PO52822,SUP2317,2009-07-26,9435.77,Received,Net 60,25
PO80340,SUP5804,2012-09-19,74537.27,Received,Net 30,13
PO43177,SUP5804,2002-02-05,54195.01,Cancelled,Net 60,12
PO80838,SUP4515,2023-12-05,12831.61,Cancelled,Prepaid,30
PO61905,SUP7737,2007-07-22,63245.31,Pending,Net 30,29
PO39925,SUP4297,2019-11-14,39044.45,Cancelled,Net 60,7
PO46094,SUP7786,2016-05-08,80035.97,Received,Prepaid,23
PO53989,SUP8463,2004-10-19,24131.59,Pending,Prepaid,20
PO32426,SUP4001,2010-12-06,5663.76,Cancelled,Net 30,5
PO45142,SUP4297,2021-12-18,68716.54,Cancelled,Net 60,24
PO52172,SUP8689,2024-01-08,25096.56,Pending,Net 30,25
PO74563,SUP3110,2012-10-02,36565.19,Pending,Net 30,9
PO49816,SUP7849,2019-04-28,81897.74,Pending,Prepaid,29
PO30893,SUP3704,2004-09-19,706.19,Cancelled,Net 30,9
PO83605,SUP4297,2015-08-08,81317.9,Received,Prepaid,20
PO82561,SUP4297,2014-03-07,33749.2,Pending,Net 30,28
PO14337,SUP5061,2009-12-07,24399.0,Cancelled,Net 60,11
PO24223,SUP4281,2011-01-17,42185.83,Pending,Net 30,6
PO24700,SUP4515,2007-03-01,10965.41,Pending,Net 30,23
PO62251,SUP2144,2013-07-25,14866.98,Received,Net 30,5
PO49655,SUP5370,2021-07-19,92462.46,Pending,Net 30,18
PO20332,SUP3492,2010-01-20,31744.61,Cancelled,Prepaid,23
PO83499,SUP1888,2023-12-05,94274.85,Received,Net 30,23
PO27958,SUP5822,2025-10-22,18578.04,Pending,Net 30,22
PO72582,SUP2144,2010-06-24,69950.44,Received,Net 60,12
PO22783,SUP6593,2001-12-16,19354.34,Received,Prepaid,21
PO69866,SUP3110,2025-10-20,41966.46,Pending,Net 30,8
PO91632,SUP6508,2018-04-06,49482.01,Pending,Prepaid,20
PO35645,SUP2789,2019-06-05,79445.83,Pending,Net 30,23
PO62677,SUP7109,2011-09-12,52798.81,Received,Net 30,12
PO91254,SUP6660,2004-10-01,9677.22,Received,Prepaid,6
PO75892,SUP3650,2018-12-08,35347.31,Pending,Net 60,18
PO31138,SUP7201,2006-09-18,6670.34,Cancelled,Prepaid,21
PO73982,SUP2122,2002-04-04,32579.23,Cancelled,Net 30,26
PO22775,SUP7646,2020-05-01,15365.63,Pending,Prepaid,18
PO71815,SUP4515,2019-12-12,31769.11,Cancelled,Net 60,21
PO53185,SUP3704,2020-10-25,97901.37,Received,Prepaid,12
PO10006,SUP7098,2015-02-10,63714.14,Pending,Prepaid,16
PO39752,SUP2144,2007-10-12,77205.13,Received,Prepaid,17
PO45584,SUP9506,2015-02-26,39026.69,Cancelled,Net 60,6
PO73561,SUP2275,2024-08-20,57477.04,Cancelled,Net 60,6
PO20737,SUP9332,2002-11-05,17290.88,Pending,Net 30,6
PO99835,SUP8497,2006-02-02,26155.89,Pending,Net 30,30
PO47116,SUP7646,2010-06-23,59483.78,Pending,Prepaid,16
PO61800,SUP7450,2011-10-20,55948.57,Pending,Prepaid,30
PO28849,SUP9506,2021-11-04,32779.86,Cancelled,Prepaid,16
PO61434,SUP3112,2013-04-03,93936.37,Pending,Net 30,6
PO20051,SUP9332,2004-03-13,3247.28,Received,Prepaid,12
PO75193,SUP5804,2013-01-12,25218.48,Received,Net 30,24
PO69522,SUP3650,2015-09-07,87598.01,Cancelled,Net 60,6
PO16886,SUP4515,2004-01-03,99954.16,Received,Net 30,26
PO88236,SUP6508,2001-02-19,71378.5,Received,Net 60,20
PO90668,SUP2789,2013-08-05,45575.98,Pending,Prepaid,10
PO42524,SUP6593,2001-12-04,98531.88,Cancelled,Net 60,11
PO62213,SUP8463,2014-07-28,31578.82,Pending,Prepaid,14
PO21953,SUP2144,2010-04-20,82513.36,Pending,Net 30,5
PO55156,SUP5822,2003-08-07,51641.38,Received,Net 30,9
PO52885,SUP7737,2003-04-02,42725.74,Cancelled,Net 60,5
PO85110,SUP7109,2017-02-08,57981.09,Pending,Net 30,14
PO32093,SUP6593,2011-12-05,85179.65,Received,Net 30,17
PO83765,SUP4515,2008-08-09,26283.59,Received,Net 30,28
PO77361,SUP6898,2008-03-16,60449.38,Pending,Prepaid,25
PO63374,SUP7646,2006-12-01,18717.16,Cancelled,Prepaid,27
PO11022,SUP7646,2005-07-23,57971.81,Received,Net 30,18
PO23970,SUP5822,2020-06-20,88357.58,Pending,Net 60,19
PO63878,SUP4738,2012-01-20,6972.23,Pending,Net 30,11
PO56611,SUP7737,2015-04-01,24428.44,Pending,Prepaid,14
PO62498,SUP7098,2018-08-22,32809.29,Received,Net 30,8
PO12631,SUP7109,2017-11-20,14226.25,Pending,Prepaid,20
PO62774,SUP4001,2002-03-05,41326.06,Received,Net 60,26
PO72282,SUP3112,2021-07-02,18107.34,Pending,Net 60,12
PO18795,SUP3112,2013-09-18,48176.15,Pending,Net 30,21
PO48243,SUP7849,2020-10-26,62837.6,Received,Net 60,8
PO38677,SUP7098,2023-11-27,6940.64,Pending,Net 60,27
PO29250,SUP3650,2006-12-18,64157.68,Cancelled,Net 60,18
PO12132,SUP3112,2010-12-25,12660.82,Received,Prepaid,22
PO79107,SUP8463,2007-05-14,18363.78,Pending,Net 60,27
PO10100,SUP5822,2024-04-28,50203.94,Received,Net 60,8
PO19180,SUP7646,2004-05-26,52248.25,Received,Net 60,8
PO54091,SUP7450,2022-05-02,17588.33,Pending,Prepaid,29
PO34003,SUP7201,2005-09-08,22308.89,Received,Net 60,28
PO48611,SUP7201,2006-02-02,90370.79,Received,Net 60,8
PO41828,SUP9768,2011-02-04,67451.61,Cancelled,Net 60,18
PO74766,SUP3492,2019-12-10,56407.61,Cancelled,Prepaid,16
PO18028,SUP6898,2001-03-19,70817.23,Cancelled,Net 30,21
PO14891,SUP3704,2016-04-15,12409.58,Received,Prepaid,5
PO76729,SUP8497,2001-04-24,70162.75,Received,Net 30,8
PO10536,SUP3110,2005-04-01,21254.35,Pending,Net 60,27
PO72207,SUP3112,2012-11-24,77048.87,Received,Net 30,12
PO25919,SUP2842,2025-11-07,84030.62,Pending,Net 60,15
PO58252,SUP9768,2002-09-27,22178.61,Pending,Net 60,14
PO21180,SUP7849,2005-08-15,97830.21,Received,Net 60,29
PO33066,SUP4281,2003-09-23,16464.48,Cancelled,Net 30,27
PO58231,SUP4281,2001-07-02,20658.0,Cancelled,Net 30,30
PO92757,SUP3650,2021-02-19,95750.17,Cancelled,Prepaid,19
PO73373,SUP8721,2005-10-24,92918.79,Pending,Prepaid,28
PO14148,SUP5804,2024-05-16,12973.54,Pending,Net 30,25
PO52336,SUP6660,2000-01-12,78868.73,Pending,Net 30,16
PO66617,SUP7304,2000-06-14,24781.4,Cancelled,Prepaid,22
PO53472,SUP7201,2024-01-13,17435.08,Pending,Prepaid,23
PO61228,SUP7201,2008-05-09,28533.16,Received,Prepaid,22
PO31792,SUP5061,2010-01-09,37049.64,Received,Net 60,16
PO81562,SUP6593,2014-04-28,1939.29,Pending,Net 30,27
PO62425,SUP1888,2003-10-01,83509.71,Received,Net 30,9
PO69290,SUP5822,2021-01-24,76566.34,Pending,Net 30,21
PO48510,SUP7287,2004-09-11,8101.53,Pending,Net 60,20
PO48110,SUP6508,2004-07-12,97603.32,Cancelled,Net 60,18
PO64624,SUP4297,2000-04-11,4953.21,Cancelled,Prepaid,13
PO30700,SUP7304,2021-07-12,6528.6,Pending,Net 30,30
PO72573,SUP3492,2016-07-24,89808.98,Cancelled,Net 30,10
PO61937,SUP3704,2012-05-24,21779.38,Received,Prepaid,6
PO47350,SUP4281,2007-04-02,6561.34,Received,Prepaid,16
PO27428,SUP5961,2016-05-13,14249.55,Pending,Net 30,12
PO81362,SUP7109,2024-03-09,2021.65,Cancelled,Net 60,28
PO81722,SUP3650,2018-08-08,4344.53,Pending,Net 60,7
PO18195,SUP7304,2022-03-15,98253.75,Cancelled,Net 30,14
PO47751,SUP5193,2018-01-02,93122.12,Pending,Net 60,24
PO24069,SUP2144,2000-06-11,1221.41,Cancelled,Net 30,28
PO19329,SUP8497,2008-01-07,50555.86,Pending,Net 30,14
PO73081,SUP3650,2018-01-12,62344.26,Received,Prepaid,7
PO92038,SUP2317,2023-09-18,19346.35,Received,Net 60,25
PO61638,SUP9506,2008-01-06,24804.22,Pending,Prepaid,26
PO96335,SUP4738,2023-09-10,91369.83,Cancelled,Prepaid,19
PO82118,SUP4001,2011-03-21,81693.95,Pending,Prepaid,19
PO35454,SUP5193,2025-09-06,89481.79,Pending,Net 60,22
PO45585,SUP5822,2010-07-12,30291.09,Cancelled,Net 30,7
PO19791,SUP4515,2015-01-01,68804.05,Received,Prepaid,17
PO53391,SUP5961,2024-01-12,55920.66,Pending,Net 60,26
PO80065,SUP7287,2006-08-19,68396.0,Pending,Net 60,14
PO83317,SUP3492,2014-02-26,65246.91,Cancelled,Prepaid,25
PO80844,SUP3112,2024-12-01,89097.57,Pending,Net 60,5
PO75452,SUP1888,2011-03-15,1489.88,Cancelled,Net 30,9
PO67436,SUP7450,2024-04-12,52351.07,Pending,Net 60,29
PO39747,SUP5804,2024-01-08,69615.17,Pending,Net 30,14
PO15953,SUP2317,2003-07-11,20022.14,Pending,Net 30,27
PO32605,SUP3110,2025-11-06,90177.37,Cancelled,Prepaid,7
PO48774,SUP8689,2000-10-26,92489.65,Cancelled,Net 60,21
PO88949,SUP6523,2008-02-06,2413.15,Received,Net 60,28
PO26555,SUP6523,2000-04-15,78313.12,Cancelled,Net 60,18
PO32480,SUP3110,2016-07-06,32456.62,Received,Net 30,23
PO37522,SUP3704,2019-09-23,90837.45,Cancelled,Net 60,15
PO54422,SUP5804,2003-12-26,61028.54,Pending,Net 60,25
PO58689,SUP7737,2002-08-28,52732.04,Cancelled,Net 60,9
PO18132,SUP9768,2011-05-20,8237.53,Received,Net 60,16
PO72814,SUP2842,2024-02-28,75764.37,Pending,Net 30,24
PO87432,SUP5370,2012-05-15,86840.96,Pending,Net 60,29
PO32135,SUP6898,2017-09-14,32252.36,Cancelled,Net 30,16
PO41132,SUP4515,2018-12-11,26136.82,Received,Net 30,28
PO74131,SUP4281,2009-08-06,25458.38,Pending,Net 60,27
PO25972,SUP3112,2003-09-13,86246.87,Pending,Net 30,21
PO76178,SUP7737,2010-09-16,78698.74,Pending,Net 60,19
PO14994,SUP5804,2010-03-21,74899.61,Received,Net 60,22
PO30518,SUP9747,2006-12-25,17727.35,Received,Net 60,23
PO37984,SUP3704,2015-02-14,79471.13,Pending,Net 60,6
PO17411,SUP3492,2009-03-18,10245.62,Cancelled,Prepaid,26
PO39988,SUP5804,2004-02-18,82190.97,Cancelled,Net 60,21
PO38194,SUP9747,2016-08-18,84808.64,Pending,Net 30,30
PO16698,SUP3110,2015-03-22,29573.96,Received,Net 30,20
PO78521,SUP7849,2013-08-23,66357.42,Pending,Prepaid,25
PO38511,SUP3704,2011-10-03,67704.97,Cancelled,Prepaid,5
PO84046,SUP8689,2007-09-05,41370.01,Cancelled,Net 60,26
PO78156,SUP3704,2021-09-27,15793.29,Cancelled,Net 60,13
PO74903,SUP5961,2018-06-27,37611.03,Cancelled,Net 30,14
PO55779,SUP7646,2024-11-23,20230.46,Pending,Prepaid,27
PO60167,SUP7965,2015-09-27,24014.62,Received,Net 30,22
PO61441,SUP9768,2011-01-14,65120.91,Cancelled,Net 60,25
PO39095,SUP5193,2006-06-24,96938.41,Received,Net 60,9
PO59178,SUP7737,2004-08-23,47452.0,Cancelled,Prepaid,15
PO77773,SUP5370,2007-02-03,47954.67,Pending,Net 60,5
PO39720,SUP1445,2000-05-09,17543.42,Pending,Net 30,29
PO88826,SUP6523,2002-03-10,19456.08,Cancelled,Net 60,14
PO34788,SUP5961,2005-01-18,42834.05,Received,Prepaid,17
PO63493,SUP3704,2019-12-01,81181.83,Pending,Net 30,28
PO31564,SUP2317,2019-01-10,14291.01,Pending,Net 60,22
PO23679,SUP4515,2005-05-22,49799.61,Pending,Prepaid,21
PO97282,SUP2275,2015-09-20,59318.86,Cancelled,Net 60,8
PO85799,SUP5193,2002-02-05,29264.44,Cancelled,Prepaid,9
PO85486,SUP9332,2024-04-25,9863.95,Received,Net 30,19
PO89859,SUP9506,2003-01-22,94534.1,Received,Net 30,11
PO20588,SUP2122,2004-02-11,83938.34,Received,Prepaid,20
PO29375,SUP5193,2010-03-09,96858.8,Cancelled,Net 30,9
PO86323,SUP8191,2025-02-22,12530.48,Received,Net 30,6
PO71427,SUP3110,2015-07-01,7726.67,Cancelled,Net 30,20
PO69919,SUP9747,2004-05-14,47294.26,Received,Prepaid,26
PO48302,SUP8463,2004-01-11,77452.62,Received,Net 60,19
PO81122,SUP2144,2007-05-18,18536.1,Received,Prepaid,18
PO45658,SUP8689,2010-03-26,97013.37,Cancelled,Net 60,11
PO57827,SUP4738,2009-02-22,49283.09,Received,Prepaid,24
PO52843,SUP4887,2019-03-20,90284.43,Cancelled,Net 60,22
PO29253,SUP2275,2010-12-21,84551.14,Cancelled,Prepaid,26
PO87704,SUP2122,2018-03-27,19724.72,Pending,Net 60,28
PO78644,SUP3492,2007-03-19,77462.83,Cancelled,Net 60,12
PO85125,SUP6898,2018-01-23,3534.04,Cancelled,Prepaid,20
PO26671,SUP8689,2010-08-04,85553.03,Pending,Net 60,21
PO74571,SUP7646,2020-06-19,15573.66,Received,Net 30,22
PO27510,SUP6508,2015-07-27,19759.29,Received,Net 30,10
PO82796,SUP3112,2010-06-23,28186.78,Cancelled,Net 30,19
PO11073,SUP7109,2003-09-12,83259.23,Cancelled,Prepaid,5
PO92825,SUP5370,2011-03-08,77792.27,Received,Net 30,13
PO26859,SUP2842,2001-01-11,5895.8,Received,Prepaid,17
PO12590,SUP4515,2016-01-27,60837.24,Received,Net 30,9
PO80826,SUP7201,2019-09-26,16141.44,Pending,Prepaid,11
PO91832,SUP5804,2011-07-09,58127.33,Received,Prepaid,24
PO39052,SUP4515,2015-10-04,45649.94,Pending,Net 30,20
PO57836,SUP5961,2025-04-20,80559.5,Pending,Net 30,12
PO43266,SUP6508,2021-03-03,73624.69,Cancelled,Net 60,26
PO39006,SUP6593,2000-10-04,71276.79,Pending,Net 60,24
PO41665,SUP6523,2010-05-19,28513.7,Cancelled,Net 30,25
PO97639,SUP6523,2005-01-13,10527.94,Pending,Net 30,11
PO10673,SUP3704,2009-10-13,73281.74,Received,Prepaid,8
PO41466,SUP8191,2022-05-03,60848.46,Pending,Net 60,10
PO49739,SUP6898,2020-01-19,87912.17,Received,Net 30,28
PO91385,SUP5193,2013-09-19,2184.43,Cancelled,Prepaid,16
PO73435,SUP7304,2024-01-23,1442.68,Pending,Net 60,16
PO23512,SUP5804,2007-09-08,56269.81,Pending,Prepaid,7
PO41736,SUP4281,2014-12-07,11441.62,Pending,Net 30,14
PO68941,SUP9506,2011-02-07,38474.29,Pending,Net 60,26
PO66421,SUP7965,2014-04-23,82177.03,Pending,Prepaid,27
PO35112,SUP4001,2025-12-25,26270.66,Received,Net 60,29
PO88856,SUP2789,2023-04-05,88323.72,Pending,Net 30,14
PO57773,SUP8463,2012-11-20,48137.3,Cancelled,Net 60,9
PO83104,SUP3492,2008-08-25,35526.36,Cancelled,Net 30,15
PO56458,SUP7786,2013-04-27,45220.68,Pending,Net 30,9
PO31307,SUP4297,2019-03-08,49444.04,Pending,Prepaid,11
PO48998,SUP5370,2016-06-13,44239.39,Pending,Net 60,13
PO92845,SUP8191,2016-04-28,70763.92,Pending,Net 30,20
PO58007,SUP7849,2003-11-21,26149.6,Cancelled,Prepaid,9
PO37244,SUP4281,2017-07-23,38926.25,Pending,Net 60,6
PO17799,SUP6523,2005-08-15,79332.26,Received,Net 60,28
PO26399,SUP2789,2003-06-10,75040.85,Pending,Net 60,11
PO76562,SUP7304,2009-08-14,26049.48,Received,Net 30,9
PO25784,SUP8721,2000-12-06,675.32,Received,Net 30,20
PO14103,SUP6593,2001-09-19,16205.47,Received,Net 60,18
PO97862,SUP5061,2003-07-15,44208.18,Pending,Net 60,9
PO52736,SUP7646,2015-08-07,35166.65,Pending,Net 60,29
PO44826,SUP7287,2020-10-02,37962.78,Received,Prepaid,18
PO16529,SUP7109,2004-12-20,67013.71,Cancelled,Net 60,26
PO49696,SUP6508,2025-05-11,32152.75,Cancelled,Net 60,17
PO39020,SUP8191,2012-10-02,40210.77,Cancelled,Net 60,21
PO41006,SUP7737,2016-10-23,54255.36,Cancelled,Prepaid,8
PO55341,SUP2842,2006-09-15,48742.21,Received,Net 30,29
PO55071,SUP6660,2012-06-28,18571.19,Received,Net 30,14
PO56900,SUP3704,2018-08-21,10297.31,Pending,Net 60,17
PO86757,SUP3492,2010-11-09,10979.28,Pending,Prepaid,29
PO37084,SUP3110,2004-03-08,93120.94,Pending,Net 60,14
PO89006,SUP2275,2012-02-09,87254.93,Pending,Net 60,8
PO77080,SUP5370,2017-04-11,95911.92,Pending,Net 30,21
PO93980,SUP6593,2018-08-06,62638.21,Received,Prepaid,8
PO12207,SUP7098,2011-05-28,60199.52,Pending,Net 30,15
PO39770,SUP7646,2000-06-24,24161.55,Pending,Prepaid,17
PO59292,SUP8497,2006-09-02,80404.74,Received,Net 30,21
PO11197,SUP7646,2022-05-18,70677.84,Received,Net 60,27
PO45618,SUP8463,2016-10-26,94987.57,Pending,Prepaid,12
PO80661,SUP5370,2005-06-26,27225.12,Received,Prepaid,10
PO98327,SUP2144,2021-03-13,90045.3,Cancelled,Prepaid,9
PO88329,SUP4887,2016-11-12,30562.51,Pending,Net 30,28
PO31327,SUP4515,2013-05-16,63479.81,Pending,Prepaid,12
PO60713,SUP6508,2015-12-07,66453.37,Received,Net 60,16
PO28916,SUP8721,2012-08-27,92805.39,Cancelled,Net 30,11
PO89700,SUP7304,2025-11-24,38258.32,Cancelled,Net 30,10
PO72895,SUP7109,2000-08-24,87032.52,Pending,Net 60,6
PO75698,SUP5193,2020-11-27,4306.59,Received,Net 60,15
PO31109,SUP2275,2003-10-26,38251.28,Pending,Net 60,15
PO81026,SUP7786,2002-02-12,95366.3,Pending,Net 60,6
PO20288,SUP4887,2019-11-16,18884.74,Cancelled,Prepaid,17
PO86416,SUP7965,2016-03-13,94225.54,Cancelled,Net 30,23
PO93777,SUP4281,2000-11-11,38163.88,Received,Net 60,17
PO73330,SUP3704,2015-12-05,81957.96,Pending,Net 30,10
PO83595,SUP2317,2001-03-10,63099.64,Received,Net 30,12
PO87253,SUP9768,2009-11-28,45484.65,Cancelled,Net 30,22
PO46569,SUP7098,2003-08-21,37156.71,Cancelled,Net 60,5
PO99685,SUP3704,2022-08-16,15257.03,Cancelled,Net 30,13
PO14955,SUP7201,2019-03-16,75980.14,Received,Net 30,14
PO93424,SUP2275,2009-02-12,66205.88,Cancelled,Net 60,28
PO72885,SUP2789,2004-02-08,81856.85,Cancelled,Net 30,13
PO40524,SUP9747,2018-12-06,36200.78,Pending,Net 30,13
PO48391,SUP2122,2005-06-23,73371.21,Cancelled,Net 60,20
PO38987,SUP9332,2020-03-03,83592.38,Received,Net 30,14
PO23274,SUP8721,2012-01-19,46248.7,Cancelled,Prepaid,23
PO40634,SUP8191,2013-12-01,51885.33,Received,Net 60,15
PO76013,SUP7786,2013-08-01,91185.4,Cancelled,Net 60,9
PO68764,SUP6593,2015-06-07,58848.15,Pending,Net 60,13
PO68875,SUP6898,2022-06-19,16119.84,Received,Net 30,13
PO62152,SUP6593,2012-12-26,53192.72,Cancelled,Net 60,20
PO58458,SUP7201,2003-09-03,54722.24,Received,Net 30,22
PO70737,SUP8463,2002-08-25,87933.08,Received,Prepaid,21
PO93313,SUP2144,2004-03-09,81193.56,Received,Prepaid,9
PO67468,SUP2842,2003-02-01,44419.2,Cancelled,Net 60,23
PO61586,SUP4887,2003-11-06,15136.23,Received,Net 30,13
PO92633,SUP7737,2016-07-06,46709.47,Pending,Net 30,7
PO14738,SUP8497,2015-07-13,40215.43,Received,Net 30,20
PO78458,SUP8463,2010-10-05,36634.05,Cancelled,Net 30,12
PO24725,SUP6508,2006-10-28,63927.57,Pending,Net 60,10
PO52701,SUP1888,2001-07-13,35260.04,Pending,Net 60,21
PO24680,SUP7304,2015-07-16,42684.27,Pending,Prepaid,14
PO72893,SUP5804,2015-04-14,2448.45,Received,Net 60,25
PO80311,SUP7737,2009-09-17,87266.39,Cancelled,Net 30,16
PO99074,SUP1445,2018-09-28,99795.92,Received,Prepaid,17
PO26036,SUP3704,2000-09-07,74433.1,Received,Net 30,11
PO59454,SUP5193,2022-02-06,17498.4,Cancelled,Prepaid,24
PO40240,SUP5804,2025-04-03,26050.1,Pending,Prepaid,5
PO79168,SUP2789,2003-08-02,17420.66,Received,Net 60,13
PO79404,SUP7646,2021-11-16,55539.03,Cancelled,Net 60,17
PO59050,SUP8497,2023-09-02,64383.84,Cancelled,Net 60,13
PO19867,SUP9506,2006-10-23,72602.21,Received,Prepaid,21
PO31341,SUP9506,2012-09-12,33892.76,Pending,Net 30,12
PO97882,SUP4297,2011-05-04,13121.25,Cancelled,Net 60,27
PO64945,SUP5804,2003-04-01,37099.22,Pending,Net 60,27
